index_finger,thumb_tip,middle_finger,ring_finger,pinky_finger,gesture
283.67347852275844,287.9833302418282,284.35600711706036,283.87100156513844,281.46283447106396,stop
283.75907966721707,288.04133271212413,284.52880027602583,284.16898551035933,281.90504851984144,stop
283.133351003094,287.94901925349615,284.4064469589277,283.8368248046804,280.8237432493428,stop
283.097390453946,288.0352961333632,283.9726478518747,283.4501933076845,281.19551988789135,stop
284.5824479257679,287.9891833954094,285.1430377360873,284.51729253611177,281.146917066961,stop
284.6872557872574,288.1013297897132,285.1425513702322,284.4980580262554,281.2017699392712,stop
283.8390747876808,288.16636812564394,285.1274457063774,285.29358578904544,282.2499189272469,stop
284.4080732083208,288.47529501855666,285.32751408658936,285.4737967274141,282.5260503150182,stop
283.70411356447016,288.5643938002106,284.22444251225403,284.2044215136792,281.37974976860136,stop
284.56606690831325,289.08497674578103,284.8883875575012,284.88856441871326,282.03326453106996,stop
283.5996838323161,287.9628345777153,284.4304507775708,284.4762004099755,281.04888072516087,stop
284.1067679806782,288.3515877148107,284.62357907598124,284.5614676613248,281.3249853715438,stop
284.3090861633161,288.41294870306376,284.6023875413057,284.3905322424541,281.3255237352175,stop
284.03556605920517,288.00180020144813,284.70042324952817,284.59555634350295,281.1943944619992,stop
283.80222407891335,288.79764843156624,284.6570283756856,284.66201606770124,282.2187956425587,stop
283.45996770616864,288.2050655706354,284.31250049980116,284.0508710418414,281.2186370229099,stop
283.7794971777767,288.83779726464957,284.8611126683389,285.0447520303876,282.12699050197375,stop
283.7060957648205,288.68377003426934,284.7415251660432,284.8288194213616,281.7799467400689,stop
283.5713685166886,288.3104692834486,284.25565024759203,284.78176678489353,282.36784607621325,stop
283.272492156818,288.5180683152806,283.73928733641515,284.2464108034428,282.28433111744897,stop
283.71471611251627,288.2909550404613,284.6013805632849,285.4292501744341,283.10183238021114,stop
284.63579536928523,288.92046363803405,285.05635416314453,285.3987175784945,282.9102277080151,stop
283.81514985026934,287.9130895027037,284.11593005025867,283.38344663809596,280.7352924297455,stop
283.0858238597334,287.3463762622997,283.1196121615,282.83845524512265,280.82211900658405,stop
284.3157529743871,288.3365568135624,284.5862843900746,283.87673950921504,280.4630822164129,stop
285.27423221122274,289.2572513850923,285.495982445801,284.92269609483253,281.3589241066544,stop
284.06642720225267,288.4337478813201,285.0160266808732,284.50622449574723,281.4685032126134,stop
283.8678033458847,288.07812742902564,284.9657804101109,284.58364574874054,281.3319369906752,stop
282.8477076262435,288.4671820561896,284.13200945995226,284.20604057568346,280.8394708622716,stop
283.12808376597866,288.76604102610247,284.34366608661196,284.193359796728,280.5455136587555,stop
283.25417075248623,288.1401034847952,284.42306586514803,284.36097909054206,281.3525670142227,stop
282.6942601966329,287.6735822100542,283.97906915679783,283.9212558381456,280.48407459896936,stop
283.740994051383,288.65828900094635,284.4812186320094,284.4001573212864,281.4751681197712,stop
284.6175543756388,288.8010591269293,285.1066940248246,284.65652180100665,281.10808970306897,stop
283.41163846812424,288.7028335237212,283.94874513422144,283.73880045840696,280.63810695426866,stop
283.0161733479299,288.0339662240558,283.9477564400924,283.89384413763065,280.93836582562676,stop
283.0514967130553,288.0598189775519,283.68651364001903,283.3695300253875,280.59422198878167,stop
283.8907477958999,288.48623689817134,284.49796100851563,283.96424085653206,280.563253472681,stop
285.46669687317615,289.79047824025423,285.6355454121421,284.9891230861467,281.62761244260645,stop
284.890513704478,288.73028427399447,285.62721596175817,285.0078888921973,281.40505979381885,stop
283.9594194606757,288.9120431091578,285.0975686308125,285.0314874976668,281.68074532385856,stop
283.62983511354975,288.66217812975924,284.6874193354742,284.6343645860519,281.3079585617575,stop
284.7971867211405,288.9915987425344,285.51675298153674,285.15464110405003,281.6371708211267,stop
284.79088881608925,288.91605413082436,285.55294225755796,285.19705667292374,281.5640767698254,stop
285.27177675137744,289.28313094689395,285.87444647179024,285.4747847996252,281.82245974225356,stop
284.15204638617814,288.32974153024384,285.0235069763912,284.30910893142095,280.1134985672728,stop
285.73032339817564,289.1423083499848,286.43970139127885,285.587257748125,281.8493393611716,stop
284.3333923545761,288.35209432827173,285.06266857010553,284.53407406245265,280.8075408488859,stop
285.6138509478048,289.04330734773816,286.1093778765633,285.6682658123393,282.43556401978765,stop
284.5325506565853,288.6227699510225,285.19169893773517,285.081600626626,282.04147806216497,stop
284.0280338320024,288.52401589541427,285.0794306016638,285.2182804367552,282.15075168181625,stop
284.22146159010106,288.5016641434771,285.00084020026617,285.01731366358626,282.0346570676958,stop
283.13013613678356,287.49957250656826,284.15634667281677,283.43004382824256,279.4848310592889,stop
284.40578760178767,288.503677726822,285.08226634166965,284.25230351670353,280.0346386001353,stop
284.07618142948803,288.2010954220398,284.49654548240665,283.9026654098395,280.29552351292006,stop
283.9271896714736,288.3006777717459,284.7365352142991,284.20281411431824,281.0766709270019,stop
283.9738699469792,288.2324454451558,284.83382205878064,284.50572746650977,281.40506323505014,stop
284.2907446825018,288.6689875351944,285.2189673841785,285.01073697421765,281.6856493773216,stop
282.8243064450445,287.5049806091514,283.49459953588524,282.9763114106616,279.93147443551607,stop
282.83333507614816,287.4728199962939,283.5060296326176,283.18037687359435,280.4256183711524,stop
282.8635841530183,287.4596270034111,283.6041193533001,283.2428856380431,280.36080351394935,stop
283.2143673142115,288.112719950601,283.6648939315164,284.0183737728362,281.78465524337895,stop
283.17257558261554,288.0986506469616,283.49927886893124,283.67312611528104,280.90224689294223,stop
284.556386688916,288.6162950631721,285.16483501113646,284.9243888254905,282.5384544072698,stop
284.031228528726,288.1012882829431,284.61624851430736,283.92108796898134,280.7362079371287,stop
284.25472786343977,288.0358041431581,284.7569842164163,283.9735659482235,281.18433804844085,stop
285.1119844938711,289.1297672120237,285.90235184253913,285.82694654386114,282.46037191394146,stop
283.86229812485453,288.27035002960736,284.87266011844,284.5657261096037,280.82478235190786,stop
283.9648636090635,288.57380655749563,284.7060692206936,284.290779452607,281.23995291872325,stop
283.7113044934626,288.5189852950559,284.4311049048059,284.1004639099856,281.1336435860986,stop
282.7987126778305,287.96972663599917,283.76321273628673,283.4641782031279,279.66975584508157,stop
283.1596280896341,288.08251419031654,283.7948163799804,283.44994079580044,280.18086239275965,stop
283.8530942442423,288.702002726077,284.56759220004983,283.98944140279764,281.45097070407814,stop
283.5963309863303,288.63724144794395,284.2529005020179,283.79810077497393,281.0520379883682,stop
281.1827600841675,286.77503526416416,282.6615824069921,283.1523862983944,280.7613328099986,stop
281.604676010826,286.9094239780985,282.6575867572391,283.1283767457376,281.3825616755061,stop
283.6841453655896,287.7659292084596,284.8924930900235,285.00128546572523,282.03098333577486,stop
283.02329133991054,287.20429770317844,283.87398360308805,283.7718170229441,280.5005931065251,stop
283.6733857494723,287.3939140289837,284.4619396091086,284.37574923123873,280.9920630622106,stop
284.56796576389496,287.9690560490842,285.16022216059383,285.34023753096176,282.2594784850343,stop
283.717088469258,287.43836864457427,284.44318944602776,284.40927954689016,281.11932384045485,stop
284.39706924576126,287.53313025771223,285.3338333367624,284.8380043189077,281.00385456014453,stop
283.3273470812794,288.5222586702199,284.03280254638815,283.88403686642835,281.352912540042,stop
283.11249184235567,287.763472414299,283.6576815923205,283.2904281587313,280.71459122264895,stop
282.7829539918654,287.7681784009206,283.99179711377417,284.1732696174728,281.0020250298618,stop
282.3847034316527,287.1486432465771,283.88354137005797,283.9626185877827,280.92403611748483,stop
283.24721153819155,287.3488624328871,283.646631998495,283.08436438565,279.54362047771525,stop
282.5990572271857,287.1014678359127,283.3446882614406,282.72342437299443,278.72191236928916,stop
283.56247856150515,287.454369418043,283.7015401881469,283.2723270758337,280.0889284729647,stop
283.5996990420057,287.3574627615236,284.31131299681033,283.8163749471657,280.0839198369862,stop
283.15986687286926,287.770436629818,284.158162914891,283.73321847781466,280.10046169228036,stop
282.3204034658484,286.7171456761258,283.34619955731796,282.8410235350427,279.5144685029028,stop
283.0422231596293,287.5471966847259,284.05770844576864,284.1801740275715,281.29567244176684,stop
283.1058987927611,287.6127144890472,284.0705224233399,284.16703107061244,281.13447791238275,stop
282.866159963349,286.9524519405009,283.6965494190206,283.8146153091084,280.3781305592632,stop
283.6027713938929,287.8486362547566,283.7014189965264,283.35017663897383,280.69561152597663,stop
283.3319304978819,287.8140614013511,283.56734351685463,283.08373664074554,280.1249835377705,stop
283.28230505450915,287.8000144260748,283.27227063135246,282.7798206408702,279.90972694194033,stop
285.0415478943747,289.07787022375066,285.16100339089036,284.99660014381993,281.80507355636604,stop
284.74119731001963,288.55799458682816,285.2315748324903,285.27127697455404,281.2578405085641,stop
283.11598242268843,287.90262510118583,283.666247525843,283.6356435170545,280.57083533477373,stop
283.23108200666655,287.9341324138181,284.07867240238113,284.02293980934564,280.87800989858874,stop
283.12891337742246,287.14343735563125,283.78475382087964,283.53109089439283,280.89856980994705,stop
283.18629495904474,287.4664102617208,284.24736205440513,284.0961436166328,281.74724532014864,stop
282.90883429365897,286.78056080205477,283.69799552074386,283.70903896942986,280.9664349838381,stop
282.7244170795812,287.7862157959926,283.3854119556217,283.56894086218256,281.16496015618816,stop
282.22257730544,287.8247655238463,282.9026063017167,283.2339216047091,281.1679397890957,stop
282.1095134342843,287.63849768185446,282.6378134261157,282.90263526863424,280.4812580222848,stop
282.9658639806295,288.59588554392843,283.5251452327375,283.2836406848784,280.5848063004348,stop
282.8977765550896,287.9937238925954,283.41551350581324,283.0941589267659,280.41346796248416,stop
283.16191841499074,287.93275850554573,283.01741727396285,282.95439166107735,280.48930573049546,stop
283.13330147819937,288.1425162470532,282.999916149653,283.3784586610491,280.99576611498185,stop
282.911776750095,288.15056509437255,283.0544253231376,282.8155371700948,279.93401743360135,stop
283.266471901228,288.49444067809986,283.3033662561613,283.077224207391,280.230414541177,stop
282.54778370432587,287.6720237505483,283.1235083773967,283.7523330603272,280.8145708303222,stop
283.5222608782061,288.30092720733654,283.3736519847765,283.9064704563601,281.4220628374043,stop
282.31842982625335,287.4827717820098,282.54538789433883,282.761650551787,280.1284450613658,stop
282.47694202990954,287.603693646812,283.03491996915756,283.10394580498655,280.2367771280029,stop
283.8999017337924,288.5981944322608,283.8287769849123,283.7143706899816,281.2147219849701,stop
284.26283122040104,289.2588320241084,284.62067705316247,284.37820402529996,280.8010029324928,stop
284.0274733277438,288.87329553070396,283.9948498948071,283.90348817411206,280.88076495679474,stop
283.4418082178743,288.7584262023073,283.538444868453,283.5354265158708,280.15776069639196,stop
283.43439027717676,288.48825998045174,284.15752365896986,284.46692143129235,281.6796605343999,stop
283.71613162373245,288.1806677592226,284.7005278273825,284.9557404466936,281.2697644143059,stop
283.7223298420721,288.80965297325184,283.5284141540957,283.6652178259305,281.21153713018134,stop
283.9239760123042,288.99466543340003,284.09025986545174,284.11553569066484,280.85721385505883,stop
284.3108377418355,289.1819988280161,284.28240712744616,284.166211235677,281.2136261423296,stop
